ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,AGE_YEARS,FLAG_UNEMPLOYED,YEARS_EMPLOYED,STATUS_TARGET
5012527,M,Y,Y,1,163500.0,Working,Secondary / secondary special,Married,House / apartment,-17981,-7694,1,1,0,0,Managers,3,49.23,0,21.07,0
5012528,F,N,N,0,292600.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-8779,-596,1,1,0,0,Core staff,2,24.04,0,1.63,0
5012529,F,N,N,0,187800.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10259,-2351,1,0,0,0,Laborers,2,28.09,0,6.44,0
5012530,M,N,N,0,383700.0,Working,Secondary / secondary special,Married,House / apartment,-24718,-10422,1,0,0,0,Laborers,2,67.67,0,28.53,0
5012531,M,Y,N,0,535200.0,Working,Secondary / secondary special,Widow,With parents,-25470,-6933,1,0,0,0,Laborers,1,69.73,0,18.98,0
5012532,M,Y,Y,0,288300.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21881,365243,1,0,0,0,Unknown,2,59.91,1,0.0,0
5012533,F,Y,Y,0,256900.0,Pensioner,Secondary / secondary special,Married,House / apartment,-16714,365243,1,0,1,0,Unknown,2,45.76,1,0.0,0
5012534,M,Y,Y,1,105400.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-23747,-4369,1,1,0,0,Sales staff,2,65.02,0,11.96,0
5012535,F,N,Y,1,354800.0,Working,Higher education,Married,House / apartment,-9349,-878,1,0,0,0,Unknown,3,25.6,0,2.4,0
5012536,F,Y,N,0,137800.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-24525,-17376,1,0,0,0,Unknown,2,67.15,0,47.57,0
5012537,F,N,N,2,198100.0,Working,Secondary / secondary special,Married,House / apartment,-13725,-1872,1,0,1,0,Core staff,4,37.58,0,5.13,0
5012538,M,Y,N,0,394500.0,Commercial associate,Incomplete higher,Married,House / apartment,-23038,-13352,1,0,0,0,Managers,2,63.07,0,36.56,0
5012539,F,N,Y,1,408500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19511,-8784,1,0,0,0,Accountants,3,53.42,0,24.05,0
5012540,F,Y,N,0,193300.0,Pensioner,Higher education,Married,House / apartment,-24842,365243,1,0,0,0,Unknown,2,68.01,1,0.0,0
5012541,F,Y,N,0,199000.0,Working,Secondary / secondary special,Single / not married,With parents,-23096,-12632,1,0,0,0,Unknown,1,63.23,0,34.58,0
5012542,F,Y,Y,2,172100.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-23520,-2816,1,0,0,0,Drivers,4,64.39,0,7.71,0
5012543,F,N,N,0,134100.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18842,-10413,1,0,0,0,Laborers,2,51.59,0,28.51,0
5012544,F,N,Y,0,177700.0,Working,Higher education,Married,House / apartment,-22521,-4653,1,1,1,0,Unknown,2,61.66,0,12.74,0
5012545,F,N,Y,0,109000.0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,-21132,-3964,1,0,1,0,Unknown,1,57.86,0,10.85,0
5012546,F,N,Y,0,343500.0,Pensioner,Higher education,Married,House / apartment,-10257,365243,1,0,1,0,Unknown,2,28.08,1,0.0,0
5012547,M,Y,Y,4,297400.0,Pensioner,Higher education,Single / not married,House / apartment,-19150,365243,1,0,0,0,Unknown,5,52.43,1,0.0,0
5012548,M,N,Y,0,323100.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10011,-3275,1,1,0,0,Laborers,2,27.41,0,8.97,0
5012549,M,N,Y,1,151500.0,Working,Secondary / secondary special,Married,House / apartment,-23183,-7844,1,0,0,0,Drivers,3,63.47,0,21.48,0
5012550,F,Y,N,0,134300.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-8509,365243,1,0,0,0,Unknown,2,23.3,1,0.0,0
5012551,F,Y,Y,0,250800.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-25331,-9456,1,1,1,0,Managers,2,69.35,0,25.89,0
5012552,F,Y,N,0,252100.0,Working,Higher education,Married,House / apartment,-14621,-1996,1,0,0,1,Laborers,2,40.03,0,5.46,0
5012553,F,Y,Y,1,226800.0,Working,Secondary / secondary special,Single / not married,Office apartment,-10421,-688,1,0,1,0,Managers,2,28.53,0,1.88,0
5012554,F,N,Y,0,211200.0,Working,Secondary / secondary special,Married,House / apartment,-24393,-15347,1,0,0,0,Medicine staff,2,66.78,0,42.02,0
5012555,F,Y,Y,0,574300.0,Working,Secondary / secondary special,Single / not married,House / apartment,-8135,-46,1,1,0,0,Laborers,1,22.27,0,0.13,0
5012556,M,Y,Y,0,302100.0,Commercial associate,Higher education,Single / not married,House / apartment,-15890,-5398,1,1,1,1,Core staff,1,43.5,0,14.78,0
5012557,F,Y,Y,0,654000.0,Working,Secondary / secondary special,Married,House / apartment,-21371,-9493,1,0,1,0,Laborers,2,58.51,0,25.99,0
5012558,M,N,Y,1,460400.0,Working,Lower secondary,Married,House / apartment,-13090,-2219,1,1,0,0,Sales staff,3,35.84,0,6.08,0
5012559,M,N,Y,0,572100.0,Working,Higher education,Married,House / apartment,-16963,-2387,1,0,0,0,High skill tech staff,2,46.44,0,6.54,0
5012560,M,Y,Y,0,142700.0,Working,Higher education,Separated,House / apartment,-20096,-6672,1,0,0,0,Cleaning staff,1,55.02,0,18.27,0
5012561,M,Y,N,0,328400.0,Working,Secondary / secondary special,Widow,House / apartment,-24690,-1835,1,0,0,0,Laborers,1,67.6,0,5.02,0
5012562,F,Y,Y,0,196700.0,Working,Secondary / secondary special,Married,House / apartment,-9181,-1053,1,0,0,0,Unknown,2,25.14,0,2.88,0
5012563,F,N,Y,0,106300.0,Working,Secondary / secondary special,Married,House / apartment,-10176,-846,1,0,0,0,Laborers,2,27.86,0,2.32,0
5012564,M,Y,Y,0,515800.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16598,-519,1,0,0,1,Cleaning staff,2,45.44,0,1.42,0
5012565,F,N,Y,0,210800.0,Working,Higher education,Married,House / apartment,-14947,-3017,1,0,0,0,Unknown,2,40.92,0,8.26,0
5012566,F,N,Y,0,144000.0,Commercial associate,Secondary / secondary special,Married,With parents,-14807,-6505,1,0,0,0,Unknown,2,40.54,0,17.81,0
5012567,M,N,N,0,198400.0,Working,Secondary / secondary special,Single / not married,Rented apartment,-12728,-2368,1,0,0,0,Drivers,1,34.85,0,6.48,0
5012568,F,Y,N,1,164000.0,Working,Secondary / secondary special,Separated,House / apartment,-17545,-7019,1,0,0,0,Core staff,2,48.04,0,19.22,0
5012569,M,N,Y,1,172600.0,Working,Secondary / secondary special,Widow,House / apartment,-23436,-14838,1,0,0,1,Managers,2,64.16,0,40.62,1
5012570,F,N,Y,0,218500.0,Working,Secondary / secondary special,Married,House / apartment,-10244,-1154,1,0,0,0,Core staff,2,28.05,0,3.16,0
5012571,F,Y,Y,0,580100.0,Working,Secondary / secondary special,Separated,House / apartment,-11237,-2335,1,0,0,1,Sales staff,1,30.77,0,6.39,0
5012572,M,Y,N,1,175000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19556,-5018,1,0,0,1,Accountants,2,53.54,0,13.74,0
5012573,M,Y,Y,1,559700.0,Working,Secondary / secondary special,Married,House / apartment,-8331,-1615,1,1,0,0,Low-skill Laborers,3,22.81,0,4.42,0
5012574,F,Y,Y,0,373200.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19610,-5745,1,0,0,0,Drivers,2,53.69,0,15.73,0
5012575,F,Y,N,1,297600.0,Working,Secondary / secondary special,Single / not married,House / apartment,-13048,-4652,1,0,0,0,Managers,2,35.72,0,12.74,0
5012576,M,N,N,1,354900.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-13840,365243,1,1,1,0,Unknown,2,37.89,1,0.0,0
5012577,F,N,N,0,245800.0,Pensioner,Higher education,Married,House / apartment,-14711,365243,1,0,1,0,Unknown,2,40.28,1,0.0,0
5012578,F,N,N,0,464400.0,Pensioner,Higher education,Married,House / apartment,-13689,365243,1,0,1,0,Unknown,2,37.48,1,0.0,0
5012579,F,Y,N,1,324100.0,Working,Secondary / secondary special,Married,House / apartment,-22668,-2835,1,0,1,0,Laborers,3,62.06,0,7.76,0
5012580,F,N,Y,0,106200.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-24583,365243,1,1,1,0,Unknown,1,67.3,1,0.0,0
5012581,F,Y,Y,1,283100.0,Working,Secondary / secondary special,Widow,House / apartment,-17313,-8713,1,0,1,0,Managers,2,47.4,0,23.85,0
5012582,F,N,N,1,361300.0,Working,Higher education,Married,House / apartment,-17932,-220,1,1,1,0,Unknown,3,49.1,0,0.6,0
5012583,F,Y,Y,1,211300.0,Working,Higher education,Married,House / apartment,-8592,-1415,1,0,0,0,Medicine staff,3,23.52,0,3.87,0
5012584,F,Y,N,0,260000.0,State servant,Secondary / secondary special,Separated,House / apartment,-20330,-9772,1,1,0,1,Laborers,1,55.66,0,26.75,0
5012585,M,N,Y,0,179700.0,Working,Higher education,Single / not married,Rented apartment,-17972,-17,1,0,0,0,Managers,1,49.2,0,0.05,0
5012586,M,Y,Y,0,122600.0,Pensioner,Secondary / secondary special,Widow,With parents,-8225,365243,1,0,0,0,Unknown,1,22.52,1,0.0,0
5012587,F,N,Y,1,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10929,-1655,1,0,0,0,Laborers,3,29.92,0,4.53,0
5012588,F,N,Y,1,113200.0,Pensioner,Incomplete higher,Married,House / apartment,-10993,365243,1,0,0,1,Unknown,3,30.1,1,0.0,0
5012589,M,N,Y,0,341100.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-10427,365243,1,0,1,0,Unknown,1,28.55,1,0.0,0
5012590,F,N,N,0,70300.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19334,365243,1,0,1,0,Unknown,2,52.93,1,0.0,1
5012591,F,N,Y,2,174900.0,Working,Higher education,Single / not married,House / apartment,-24261,-15458,1,1,1,0,Security staff,3,66.42,0,42.32,1
5012592,M,Y,N,3,166500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21239,365243,1,0,0,0,Unknown,5,58.15,1,0.0,0
5012593,F,N,Y,0,212000.0,State servant,Higher education,Separated,House / apartment,-16023,-4183,1,0,1,0,Unknown,1,43.87,0,11.45,0
5012594,M,N,Y,0,96500.0,Working,Secondary / secondary special,Widow,House / apartment,-14684,-4078,1,0,1,0,Medicine staff,1,40.2,0,11.16,1
5012595,M,Y,Y,1,298800.0,Working,Secondary / secondary special,Married,Office apartment,-14363,-2268,1,1,0,0,Laborers,3,39.32,0,6.21,0
5012596,F,Y,Y,1,129200.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18285,-140,1,1,0,1,Core staff,3,50.06,0,0.38,0
5012597,F,N,N,2,430100.0,Working,Secondary / secondary special,Married,House / apartment,-13865,-4134,1,0,0,0,High skill tech staff,4,37.96,0,11.32,0
5012598,M,N,N,0,178900.0,Commercial associate,Higher education,Civil marriage,House / apartment,-11435,-2425,1,0,0,0,Laborers,2,31.31,0,6.64,0
5012599,F,N,N,0,232700.0,Working,Higher education,Single / not married,House / apartment,-18314,-6917,1,0,0,0,Laborers,1,50.14,0,18.94,0
5012600,F,Y,N,0,244600.0,Working,Secondary / secondary special,Widow,House / apartment,-14440,-6771,1,0,0,1,Sales staff,1,39.53,0,18.54,0
5012601,M,N,Y,1,275800.0,Working,Secondary / secondary special,Married,Rented apartment,-7563,-28,1,0,0,0,Drivers,3,20.71,0,0.08,0
5012602,M,Y,N,1,248700.0,Working,Higher education,Married,House / apartment,-7711,-280,1,0,1,0,Medicine staff,3,21.11,0,0.77,0
5012603,F,N,N,2,197200.0,Working,Higher education,Married,House / apartment,-12311,365243,1,0,0,0,Unknown,4,33.71,1,0.0,0
5012604,M,N,N,0,289800.0,Pensioner,Higher education,Married,With parents,-16663,365243,1,1,0,1,Unknown,2,45.62,1,0.0,0
5012605,F,Y,Y,1,308200.0,Working,Secondary / secondary special,Married,House / apartment,-13774,-2283,1,0,1,0,Unknown,3,37.71,0,6.25,0
5012606,F,N,N,0,166500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-7744,365243,1,0,0,0,Unknown,1,21.2,1,0.0,0
5012607,F,N,Y,0,302100.0,Pensioner,Higher education,Married,House / apartment,-11380,365243,1,0,0,0,Unknown,2,31.16,1,0.0,0
5012608,M,N,N,0,443000.0,Working,Higher education,Civil marriage,House / apartment,-9066,-248,1,0,1,0,Managers,2,24.82,0,0.68,0
5012609,F,N,Y,1,347500.0,Working,Secondary / secondary special,Married,House / apartment,-24629,-14918,1,0,0,0,Drivers,3,67.43,0,40.84,0
5012610,F,N,Y,3,389100.0,Working,Secondary / secondary special,Married,House / apartment,-13018,-4974,1,0,0,0,Managers,5,35.64,0,13.62,0
5012611,M,N,Y,0,266000.0,Working,Secondary / secondary special,Married,House / apartment,-7575,-657,1,0,1,0,Laborers,2,20.74,0,1.8,0
5012612,M,Y,Y,0,152900.0,Working,Higher education,Married,House / apartment,-19369,-9216,1,0,0,0,Laborers,2,53.03,0,25.23,0
5012613,M,Y,Y,1,162900.0,Commercial associate,Higher education,Separated,Municipal apartment,-11550,-3603,1,0,0,0,Core staff,2,31.62,0,9.86,0
5012614,F,Y,N,0,286500.0,State servant,Higher education,Married,House / apartment,-17655,-10597,1,0,1,0,Unknown,2,48.34,0,29.01,0
5012615,F,N,Y,2,391200.0,Working,Secondary / secondary special,Married,House / apartment,-10058,-1998,1,0,1,0,Unknown,4,27.54,0,5.47,0
5012616,M,N,Y,0,983100.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-25276,-7092,1,0,0,0,Unknown,2,69.2,0,19.42,0
5012617,F,Y,Y,0,398900.0,State servant,Higher education,Widow,House / apartment,-25024,-9283,1,0,1,0,Low-skill Laborers,1,68.51,0,25.42,0
5012618,M,N,Y,0,136000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19285,365243,1,0,0,1,Unknown,2,52.8,1,0.0,0
5012619,F,N,Y,0,166300.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20220,365243,1,1,0,0,Unknown,2,55.36,1,0.0,0
5012620,F,N,Y,0,762800.0,Pensioner,Secondary / secondary special,Married,House / apartment,-15083,365243,1,0,0,0,Unknown,2,41.3,1,0.0,0
5012621,F,Y,Y,0,219300.0,Working,Higher education,Married,House / apartment,-24877,-4035,1,0,1,0,Sales staff,2,68.11,0,11.05,0
5012622,F,N,Y,0,250000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-15044,365243,1,0,1,0,Unknown,2,41.19,1,0.0,0
5012623,F,Y,Y,0,151000.0,State servant,Secondary / secondary special,Separated,House / apartment,-11678,-4095,1,0,1,0,Unknown,1,31.97,0,11.21,0
5012624,F,Y,Y,2,533900.0,Working,Secondary / secondary special,Married,House / apartment,-9412,-1484,1,0,0,0,Laborers,4,25.77,0,4.06,0
5012625,F,N,Y,0,313500.0,Working,Secondary / secondary special,Married,House / apartment,-11106,-4122,1,0,0,0,Unknown,2,30.41,0,11.29,0
5012626,F,Y,N,0,165700.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17755,-5370,1,0,1,0,Core staff,1,48.61,0,14.7,0
5012627,M,Y,Y,1,148500.0,Working,Secondary / secondary special,Civil marriage,With parents,-11781,-1754,1,1,0,0,Unknown,3,32.25,0,4.8,0
5012628,M,N,Y,0,284700.0,Working,Higher education,Married,House / apartment,-19253,-2586,1,0,0,0,Unknown,2,52.71,0,7.08,1
5012629,M,Y,Y,0,249600.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-14285,-3918,1,0,1,0,Drivers,2,39.11,0,10.73,1
5012630,F,N,Y,1,370100.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-23502,-6440,1,0,1,1,Core staff,3,64.34,0,17.63,0
5012631,F,Y,Y,1,320900.0,Working,Higher education,Married,House / apartment,-17504,-934,1,0,0,0,Managers,3,47.92,0,2.56,0
5012632,F,Y,Y,1,213900.0,Working,Secondary / secondary special,Married,House / apartment,-18675,-397,1,0,0,0,Cleaning staff,3,51.13,0,1.09,0
5012633,M,Y,Y,0,186000.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,-17469,365243,1,0,0,0,Unknown,2,47.83,1,0.0,0
5012634,F,Y,Y,1,225400.0,Working,Secondary / secondary special,Married,House / apartment,-23478,-7325,1,0,1,0,Unknown,3,64.28,0,20.05,0
5012635,F,N,Y,0,185400.0,Working,Higher education,Married,House / apartment,-8463,-988,1,0,0,0,Unknown,2,23.17,0,2.7,0
5012636,F,N,Y,0,228700.0,Commercial associate,Higher education,Married,House / apartment,-8535,-811,1,0,0,0,Security staff,2,23.37,0,2.22,0
5012637,F,N,N,1,246100.0,Working,Secondary / secondary special,Widow,House / apartment,-20121,-1930,1,0,1,0,Managers,2,55.09,0,5.28,0
5012638,F,N,Y,0,155800.0,Working,Secondary / secondary special,Married,House / apartment,-21330,-12218,1,0,0,0,Unknown,2,58.4,0,33.45,0
5012639,M,Y,Y,2,334600.0,Working,Higher education,Civil marriage,House / apartment,-15223,-1428,1,0,0,0,Managers,4,41.68,0,3.91,0
5012640,F,N,N,0,202900.0,Pensioner,Secondary / secondary special,Married,House / apartment,-13739,365243,1,0,0,0,Unknown,2,37.62,1,0.0,0
5012641,M,N,N,0,160300.0,Commercial associate,Higher education,Single / not married,House / apartment,-12381,-175,1,0,0,0,Sales staff,1,33.9,0,0.48,0
5012642,F,N,Y,2,204800.0,Working,Secondary / secondary special,Married,House / apartment,-11586,-4618,1,0,0,0,Laborers,4,31.72,0,12.64,0
5012643,F,Y,N,0,275600.0,Working,Secondary / secondary special,Married,House / apartment,-23960,-15330,1,1,0,0,Laborers,2,65.6,0,41.97,0
5012644,F,N,Y,2,254500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-12695,-1398,1,1,1,0,Laborers,3,34.76,0,3.83,0
5012645,M,N,Y,2,301500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-19141,365243,1,0,0,0,Unknown,3,52.41,1,0.0,0
5012646,F,Y,Y,1,382600.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,-21679,-11679,1,0,0,0,Unknown,2,59.35,0,31.98,0
5012647,F,N,Y,0,468800.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-7706,365243,1,1,0,0,Unknown,1,21.1,1,0.0,0
5012648,M,Y,Y,0,281600.0,Working,Secondary / secondary special,Married,House / apartment,-7924,-470,1,0,0,0,Sales staff,2,21.69,0,1.29,0
5012649,F,N,Y,1,143000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13389,-5524,1,0,0,0,Accountants,3,36.66,0,15.12,0
5012650,F,N,Y,1,213400.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20016,365243,1,0,0,0,Unknown,3,54.8,1,0.0,0
5012651,F,N,Y,0,147800.0,Pensioner,Secondary / secondary special,Married,House / apartment,-12068,365243,1,0,0,0,Unknown,2,33.04,1,0.0,0
5012652,F,N,Y,3,570300.0,Pensioner,Higher education,Single / not married,House / apartment,-7332,365243,1,0,0,0,Unknown,4,20.07,1,0.0,0
5012653,M,Y,Y,0,659500.0,Working,Higher education,Married,House / apartment,-12567,-2021,1,1,0,0,Unknown,2,34.41,0,5.53,0
5012654,F,N,Y,2,337900.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-8951,365243,1,1,1,0,Unknown,3,24.51,1,0.0,0
5012655,M,N,Y,0,375000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11312,-611,1,0,0,0,Sales staff,2,30.97,0,1.67,0
5012656,F,Y,N,0,276800.0,Pensioner,Secondary / secondary special,Married,House / apartment,-13390,365243,1,0,0,0,Unknown,2,36.66,1,0.0,0
5012657,F,N,Y,0,293200.0,Working,Secondary / secondary special,Married,House / apartment,-9644,-1516,1,0,0,0,Unknown,2,26.4,0,4.15,0
5012658,F,N,Y,0,109800.0,Commercial associate,Secondary / secondary special,Married,Office apartment,-20205,-7066,1,0,0,0,Unknown,2,55.32,0,19.35,0
5012659,M,Y,N,1,235300.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-11979,365243,1,0,0,0,Unknown,3,32.8,1,0.0,0
5012660,F,Y,Y,0,157100.0,Working,Higher education,Widow,House / apartment,-19378,-11425,1,0,1,0,Sales staff,1,53.05,0,31.28,0
5012661,F,Y,N,2,281000.0,Commercial associate,Secondary / secondary special,Married,Rented apartment,-18245,-965,1,1,0,0,Laborers,4,49.95,0,2.64,0
5012662,F,N,Y,0,237000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-23706,365243,1,1,0,0,Unknown,1,64.9,1,0.0,0
5012663,F,N,Y,0,646200.0,Working,Higher education,Married,House / apartment,-8911,-1276,1,0,1,0,Drivers,2,24.4,0,3.49,0
5012664,F,N,Y,0,386100.0,Working,Secondary / secondary special,Separated,House / apartment,-11224,-3329,1,0,0,0,Managers,1,30.73,0,9.11,0
5012665,F,N,Y,0,281500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-23105,-12373,1,0,0,0,Laborers,2,63.26,0,33.88,0
5012666,F,N,Y,0,213600.0,Working,Secondary / secondary special,Married,House / apartment,-22319,-6315,1,0,0,0,Accountants,2,61.11,0,17.29,0
5012667,M,N,N,0,564400.0,Working,Lower secondary,Married,With parents,-10813,-1132,1,0,0,1,Unknown,2,29.6,0,3.1,0
5012668,M,Y,N,1,240500.0,Working,Secondary / secondary special,Married,House / apartment,-9273,-36,1,1,0,0,Sales staff,3,25.39,0,0.1,0
5012669,F,N,Y,0,288200.0,Working,Secondary / secondary special,Married,House / apartment,-22942,-13936,1,0,0,0,Managers,2,62.81,0,38.15,0
5012670,F,N,N,0,249300.0,Working,Higher education,Married,House / apartment,-10558,-2445,1,1,0,0,Cleaning staff,2,28.91,0,6.69,0
5012671,F,N,Y,1,199500.0,Working,Secondary / secondary special,Married,House / apartment,-23214,-8219,1,1,1,0,Unknown,3,63.56,0,22.5,0
5012672,F,N,Y,0,248600.0,Commercial associate,Higher education,Married,House / apartment,-24857,-18220,1,0,1,0,Sales staff,2,68.05,0,49.88,0
5012673,M,Y,Y,0,91500.0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,-11337,-1002,1,0,0,0,Laborers,1,31.04,0,2.74,1
5012674,F,N,N,0,112600.0,Pensioner,Incomplete higher,Single / not married,House / apartment,-22653,365243,1,0,0,0,Unknown,1,62.02,1,0.0,1
5012675,M,Y,Y,0,290800.0,Working,Higher education,Civil marriage,House / apartment,-15045,-2518,1,0,0,0,Unknown,2,41.19,0,6.89,0
5012676,M,N,Y,0,534800.0,Working,Secondary / secondary special,Married,House / apartment,-21710,-5043,1,1,0,0,Laborers,2,59.44,0,13.81,0
5012677,F,Y,N,0,290600.0,Working,Secondary / secondary special,Married,House / apartment,-14745,-5603,1,0,0,0,Laborers,2,40.37,0,15.34,0
5012678,M,N,Y,1,170300.0,Pensioner,Higher education,Married,House / apartment,-8591,365243,1,0,1,0,Unknown,3,23.52,1,0.0,1
5012679,F,Y,Y,2,118700.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20321,-7188,1,1,1,0,Managers,4,55.64,0,19.68,0
5012680,M,Y,Y,0,361400.0,Pensioner,Secondary / secondary special,Married,House / apartment,-10057,365243,1,0,0,0,Unknown,2,27.53,1,0.0,0
5012681,F,Y,Y,3,183800.0,Working,Higher education,Married,House / apartment,-24235,-2047,1,0,0,0,Medicine staff,5,66.35,0,5.6,0
5012682,F,Y,Y,0,336700.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14934,-7094,1,0,1,0,Core staff,2,40.89,0,19.42,0
5012683,M,Y,N,0,296700.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-8803,-2034,1,0,0,0,Core staff,2,24.1,0,5.57,0
5012684,F,N,Y,0,310100.0,Pensioner,Secondary / secondary special,Married,House / apartment,-11478,365243,1,0,1,0,Unknown,2,31.43,1,0.0,0
5012685,F,N,Y,0,248300.0,Working,Secondary / secondary special,Widow,House / apartment,-23057,-12826,1,0,0,0,Unknown,1,63.13,0,35.12,0
5012686,F,Y,Y,0,295800.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,-13169,-1103,1,0,0,0,High skill tech staff,1,36.05,0,3.02,0
5012687,M,Y,Y,0,230000.0,Working,Secondary / secondary special,Married,With parents,-22944,-12337,1,1,0,0,Unknown,2,62.82,0,33.78,0
5012688,F,N,Y,1,177700.0,Commercial associate,Higher education,Married,House / apartment,-10451,-3526,1,1,0,0,Accountants,3,28.61,0,9.65,0
5012689,F,N,N,1,150800.0,Working,Secondary / secondary special,Separated,House / apartment,-15856,365243,1,0,0,0,Unknown,2,43.41,1,0.0,0
5012690,F,N,Y,0,74100.0,Working,Secondary / secondary special,Separated,House / apartment,-23344,-360,1,0,1,0,Core staff,1,63.91,0,0.99,1
5012691,F,N,Y,1,223000.0,Working,Higher education,Civil marriage,Co-op apartment,-8189,-665,1,0,0,0,Sales staff,3,22.42,0,1.82,0
5012692,F,Y,Y,2,521900.0,State servant,Secondary / secondary special,Married,House / apartment,-12862,-4819,1,0,0,0,Unknown,4,35.21,0,13.19,0
5012693,F,Y,Y,0,351700.0,Working,Secondary / secondary special,Married,House / apartment,-23921,-12528,1,1,0,0,Laborers,2,65.49,0,34.3,0
5012694,F,Y,N,0,273600.0,Pensioner,Higher education,Married,House / apartment,-18199,365243,1,0,0,0,Unknown,2,49.83,1,0.0,0
5012695,F,N,N,0,169100.0,State servant,Secondary / secondary special,Civil marriage,Office apartment,-20385,-5765,1,0,0,0,Laborers,2,55.81,0,15.78,0
5012696,F,N,Y,0,402000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-22684,-10541,1,1,0,0,Security staff,2,62.11,0,28.86,0
5012697,F,N,N,0,230000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-16867,365243,1,0,0,0,Unknown,2,46.18,1,0.0,0
5012698,F,Y,Y,0,536600.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22743,365243,1,1,1,0,Unknown,2,62.27,1,0.0,0
5012699,F,Y,Y,0,149500.0,Working,Higher education,Married,House / apartment,-18970,-2813,1,0,1,0,High skill tech staff,2,51.94,0,7.7,0
5012700,M,Y,Y,0,167800.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19827,-12667,1,0,1,0,Sales staff,1,54.28,0,34.68,0
5012701,F,N,Y,0,159800.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-10097,-581,1,0,1,0,Laborers,1,27.64,0,1.59,0
5012702,F,Y,N,0,116400.0,Working,Higher education,Married,House / apartment,-24454,-8770,1,0,1,0,Unknown,2,66.95,0,24.01,0
5012703,F,N,Y,0,152800.0,Working,Secondary / secondary special,Married,House / apartment,-21843,-7186,1,0,1,1,Core staff,2,59.8,0,19.67,0
5012704,F,Y,Y,0,257100.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11947,-5196,1,0,0,0,Unknown,2,32.71,0,14.23,0
5012705,F,N,N,0,171000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-17897,-9909,1,0,0,1,Managers,1,49.0,0,27.13,0
5012706,F,N,Y,2,35500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-14180,365243,1,0,0,0,Unknown,3,38.82,1,0.0,1
