ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
5013100,M,N,N,0,261400.0,Working,Secondary / secondary special,Married,House / apartment,-15520,-254,1,0,1,0,,2.0
5013101,M,N,Y,0,157200.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19711,-6400,1,0,0,0,,1.0
5013102,F,N,Y,0,354100.0,Working,Secondary / secondary special,Separated,House / apartment,-19478,-364,1,0,1,0,Laborers,1.0
5013103,F,Y,N,1,343000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11286,-1622,1,0,0,0,Managers,3.0
5013104,M,Y,Y,1,254800.0,Working,Secondary / secondary special,Married,House / apartment,-16574,-3554,1,0,0,0,Core staff,3.0
5013105,F,N,Y,1,135500.0,Working,Higher education,Married,House / apartment,-11108,-1245,1,1,0,0,Core staff,3.0
5013106,F,N,Y,4,197400.0,Working,Secondary / secondary special,Married,House / apartment,-23725,-5113,1,0,0,0,Core staff,6.0
5013107,F,N,Y,0,371200.0,Working,Higher education,Civil marriage,House / apartment,-13208,-1922,1,0,0,0,,2.0
5013108,F,N,Y,1,474000.0,Working,Secondary / secondary special,Married,House / apartment,-22014,-4573,1,0,0,0,Laborers,3.0
5013109,M,Y,Y,0,207400.0,Working,Secondary / secondary special,Separated,House / apartment,-14194,-7232,1,0,0,0,Core staff,1.0
5013110,F,Y,Y,0,215500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21253,-10524,1,1,0,0,,2.0
5013111,F,N,Y,0,225200.0,Working,Secondary / secondary special,Married,House / apartment,-11339,365243,1,0,0,0,,2.0
5013112,F,Y,Y,1,280100.0,State servant,Higher education,Married,House / apartment,-21253,365243,1,0,0,1,,3.0
5013113,F,Y,Y,0,182600.0,Working,Secondary / secondary special,Married,House / apartment,-10584,-1924,1,1,0,0,Sales staff,2.0
5013114,M,Y,Y,1,57400.0,State servant,Secondary / secondary special,Married,House / apartment,-16269,-7001,1,0,0,0,,3.0
5013115,F,Y,Y,0,443200.0,Pensioner,Secondary / secondary special,Married,House / apartment,-9380,365243,1,0,0,0,,2.0
5013116,M,N,Y,0,598900.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16946,-5138,1,0,0,0,Sales staff,2.0
5013117,F,Y,Y,0,179700.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-22293,365243,1,1,1,1,,1.0
5013118,F,N,N,0,143200.0,Working,Secondary / secondary special,Married,Rented apartment,-21103,-3451,1,0,0,0,Sales staff,2.0
5013119,M,Y,N,2,228000.0,Working,Secondary / secondary special,Married,House / apartment,-8231,-434,1,0,1,0,Laborers,4.0
5013120,F,N,Y,0,222300.0,Working,Higher education,Married,House / apartment,-16293,-7954,1,1,1,1,High skill tech staff,2.0
5013121,M,Y,Y,3,401600.0,Working,Secondary / secondary special,Single / not married,House / apartment,-22869,-13263,1,0,1,0,,4.0
5013122,F,N,N,3,250900.0,Working,Secondary / secondary special,Married,House / apartment,-19178,-4485,1,0,0,0,Private service staff,5.0
5013123,F,N,Y,4,164300.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-8386,-899,1,0,0,0,Managers,6.0
5013124,F,Y,Y,0,126300.0,Working,Higher education,Separated,House / apartment,-13252,-40,1,0,1,0,Sales staff,1.0
5013125,F,N,Y,2,376400.0,Working,Higher education,Civil marriage,House / apartment,-17470,-811,1,1,0,1,Laborers,4.0
5013126,F,N,Y,0,329500.0,Working,Secondary / secondary special,Married,Municipal apartment,-10458,-1917,1,0,0,0,Laborers,2.0
5013127,F,N,Y,0,414900.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-19758,-10826,1,0,1,0,,1.0
5013128,F,Y,N,0,150400.0,State servant,Secondary / secondary special,Married,House / apartment,-18899,-4156,1,1,0,0,Drivers,2.0
5013129,F,N,N,2,612100.0,Working,Secondary / secondary special,Civil marriage,With parents,-11002,-220,1,0,0,0,,4.0
5013130,M,N,Y,0,102100.0,Working,Secondary / secondary special,Married,House / apartment,-17357,-5153,1,0,1,0,Laborers,2.0
5013131,F,Y,Y,0,348100.0,Working,Secondary / secondary special,Married,House / apartment,-22129,-953,1,0,0,0,Sales staff,2.0
5013132,M,Y,Y,0,94000.0,Pensioner,Higher education,Widow,House / apartment,-14150,365243,1,0,0,0,,1.0
5013133,F,N,Y,0,164400.0,Working,Secondary / secondary special,Married,House / apartment,-11816,-1281,1,0,0,0,Accountants,2.0
5013134,M,N,Y,0,532800.0,State servant,Secondary / secondary special,Married,House / apartment,-20111,-8674,1,1,0,0,Security staff,2.0
5013135,M,N,Y,1,370000.0,Working,Secondary / secondary special,Married,House / apartment,-8598,-686,1,0,1,0,Core staff,3.0
5013136,F,N,Y,0,185800.0,Working,Higher education,Married,House / apartment,-22512,-6660,1,0,1,0,Sales staff,2.0
5013137,F,N,Y,2,188300.0,State servant,Secondary / secondary special,Married,House / apartment,-24535,-2614,1,0,0,0,Managers,4.0
5013138,F,Y,Y,0,256700.0,State servant,Secondary / secondary special,Married,House / apartment,-24924,-13351,1,0,0,0,,2.0
5013139,M,Y,N,2,315700.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,-15204,-6081,1,1,0,0,Laborers,3.0
5013140,F,N,Y,0,456500.0,Working,Secondary / secondary special,Married,House / apartment,-18686,-1731,1,1,1,0,Core staff,2.0
5013141,F,N,N,0,194300.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-22963,-12005,1,0,0,1,Private service staff,1.0
5013142,F,Y,Y,0,109100.0,Working,Secondary / secondary special,Married,House / apartment,-11385,-3612,1,1,0,0,Managers,2.0
5013143,M,N,Y,0,264100.0,Working,Secondary / secondary special,Married,House / apartment,-7811,-958,1,0,0,0,,2.0
5013144,F,N,Y,1,194200.0,Working,Secondary / secondary special,Married,House / apartment,-14328,-4672,1,0,1,0,Cooking staff,3.0
5013145,M,N,Y,0,127400.0,Working,Secondary / secondary special,Civil marriage,With parents,-23456,-12158,1,1,1,0,Sales staff,2.0
5013146,F,N,Y,1,283300.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16529,-8673,1,1,0,0,Laborers,3.0
5013147,F,N,N,1,219500.0,Working,Secondary / secondary special,Married,House / apartment,-16988,-6504,1,0,0,0,Drivers,3.0
5013148,F,Y,N,0,284600.0,State servant,Secondary / secondary special,Married,House / apartment,-19933,-7840,1,0,0,1,Cooking staff,2.0
5013149,F,N,Y,0,156100.0,Working,Higher education,Separated,House / apartment,-17797,-9849,1,0,0,0,Drivers,1.0
5013150,F,N,Y,0,311400.0,Working,Higher education,Married,House / apartment,-8300,-78,1,0,0,1,,2.0
5013151,F,N,Y,0,126400.0,Commercial associate,Incomplete higher,Married,Municipal apartment,-17548,-1100,1,0,1,0,,2.0
5013152,F,N,Y,0,161400.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-19138,365243,1,0,0,0,,2.0
5013153,F,N,Y,4,216200.0,State servant,Secondary / secondary special,Married,House / apartment,-19022,-5767,1,0,1,0,Sales staff,6.0
5013154,F,Y,Y,0,583300.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-20606,365243,1,0,1,0,,1.0
5013155,F,Y,Y,0,361400.0,Working,Secondary / secondary special,Separated,House / apartment,-16800,-9258,1,1,0,0,Laborers,1.0
5013156,F,N,Y,0,418300.0,State servant,Secondary / secondary special,Married,House / apartment,-23742,-14466,1,0,0,0,High skill tech staff,2.0
5013157,F,Y,Y,0,495800.0,Pensioner,Secondary / secondary special,Married,House / apartment,-15784,365243,1,0,1,0,,2.0
5013158,F,Y,Y,1,1479000.0,Working,Secondary / secondary special,Married,House / apartment,-16768,-3248,1,0,0,0,Managers,3.0
5013159,F,N,Y,1,249300.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,-21555,-10419,1,1,0,0,Accountants,2.0
5013160,M,N,N,1,496700.0,Commercial associate,Higher education,Married,With parents,-22522,-4218,1,0,0,0,Sales staff,3.0
5013161,F,Y,Y,1,405100.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19146,-5636,1,0,0,0,Core staff,2.0
5013162,F,N,N,0,401700.0,State servant,Secondary / secondary special,Married,House / apartment,-9613,365243,1,1,0,0,,2.0
5013163,M,N,N,0,592800.0,Working,Secondary / secondary special,Married,Municipal apartment,-13367,-3474,1,0,0,0,Laborers,2.0
5013164,M,N,N,0,198000.0,Commercial associate,Higher education,Married,House / apartment,-7673,-189,1,0,0,0,Sales staff,2.0
5013165,F,N,N,1,190300.0,Working,Higher education,Married,House / apartment,-12701,-5674,1,0,0,0,Laborers,3.0
5013166,F,N,Y,1,286500.0,Working,Secondary / secondary special,Married,House / apartment,-17719,-3854,1,1,0,0,,3.0
5013167,F,Y,N,0,222800.0,Pensioner,Secondary / secondary special,Married,Rented apartment,-22011,365243,1,0,0,0,,2.0
5013168,M,Y,Y,0,286300.0,Working,Higher education,Married,House / apartment,-18000,-4380,1,1,0,0,Laborers,2.0
5013169,F,N,Y,0,533300.0,Working,Secondary / secondary special,Married,With parents,-8034,-575,1,0,0,0,Sales staff,2.0
5013170,M,N,N,2,192200.0,State servant,Incomplete higher,Married,House / apartment,-12037,-2647,1,0,0,0,,4.0
5013171,F,N,N,0,209600.0,Pensioner,Secondary / secondary special,Married,House / apartment,-17862,365243,1,0,0,0,,2.0
5013172,M,N,N,1,266400.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20254,-12976,1,1,1,0,,3.0
5013173,M,N,N,0,217800.0,Working,Higher education,Married,With parents,-23129,-9311,1,0,0,0,Laborers,2.0
5013174,M,N,N,0,93800.0,Working,Secondary / secondary special,Single / not married,House / apartment,-24977,-16905,1,0,0,0,High skill tech staff,1.0
5013175,F,Y,N,1,182700.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23591,365243,1,0,0,0,,3.0
5013176,M,Y,N,0,344300.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-15840,365243,1,0,0,0,,1.0
5013177,F,N,Y,1,500900.0,Working,Higher education,Married,House / apartment,-20946,-5239,1,0,0,0,Security staff,3.0
5013178,F,Y,N,1,137100.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-11698,-3945,1,0,0,0,,3.0
5013179,F,Y,N,0,136700.0,Working,Secondary / secondary special,Married,House / apartment,-8471,-1329,1,0,0,0,High skill tech staff,2.0
5013180,F,N,N,1,247900.0,Working,Secondary / secondary special,Married,House / apartment,-8311,-1025,1,0,1,0,Core staff,3.0
5013181,F,N,Y,0,86500.0,Commercial associate,Higher education,Married,House / apartment,-11712,-1154,1,0,1,0,Private service staff,2.0
5013182,M,N,Y,0,195400.0,Working,Secondary / secondary special,Married,House / apartment,-7991,-321,1,0,0,0,,2.0
5013183,F,Y,Y,1,102500.0,Working,Secondary / secondary special,Married,House / apartment,-22833,-14305,1,0,1,0,,3.0
5013184,M,Y,N,0,484100.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16252,-7737,1,0,0,0,Managers,2.0
5013185,M,Y,Y,0,166200.0,Working,Secondary / secondary special,Married,House / apartment,-22114,-10053,1,0,0,0,,2.0
5013186,F,N,Y,2,557900.0,Pensioner,Higher education,Married,Municipal apartment,-24470,365243,1,0,0,0,,4.0
5013187,F,Y,Y,0,426000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-25456,-13068,1,0,0,0,Security staff,1.0
5013188,F,N,N,1,176700.0,Commercial associate,Higher education,Married,House / apartment,-24420,-3581,1,1,1,0,,3.0
5013189,F,N,N,1,142800.0,Working,Secondary / secondary special,Married,House / apartment,-20391,-12543,1,0,0,0,Core staff,3.0
5013190,F,N,N,0,221600.0,Working,Secondary / secondary special,Married,House / apartment,-15377,-2926,1,0,0,0,Laborers,2.0
5013191,M,Y,Y,0,231700.0,Commercial associate,Higher education,Married,House / apartment,-18226,-11262,1,1,1,0,Cleaning staff,2.0
5013192,M,N,Y,0,290300.0,Working,Secondary / secondary special,Married,With parents,-22216,-2922,1,0,0,0,,2.0
5013193,M,N,Y,0,165600.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23697,365243,1,1,0,0,,2.0
5013194,M,N,Y,1,354600.0,Working,Higher education,Married,House / apartment,-24773,-7285,1,0,0,0,Laborers,3.0
5013195,F,N,N,1,278800.0,Working,Secondary / secondary special,Married,With parents,-20648,-6864,1,0,0,0,,3.0
5013196,F,Y,Y,0,205900.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17166,-5618,1,0,0,0,Drivers,2.0
5013197,M,N,Y,0,171000.0,State servant,Higher education,Widow,House / apartment,-24990,-8502,1,0,0,0,Managers,1.0
5013198,F,Y,Y,4,222600.0,Working,Secondary / secondary special,Widow,House / apartment,-24812,365243,1,0,0,1,,5.0
5013199,F,Y,Y,0,162300.0,Working,Secondary / secondary special,Married,House / apartment,-16026,-8789,1,0,1,0,,2.0
5013200,M,Y,N,1,251400.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19151,365243,1,0,0,0,,3.0
5013201,M,N,Y,1,254800.0,Working,Secondary / secondary special,Married,House / apartment,-22084,-3458,1,0,0,0,,3.0
5013202,M,N,N,0,278300.0,Working,Secondary / secondary special,Married,House / apartment,-15214,-2541,1,0,0,0,Realty agents,2.0
5013203,M,Y,Y,0,590400.0,Working,Secondary / secondary special,Married,House / apartment,-22452,-6658,1,1,0,0,Sales staff,2.0
5013204,M,N,Y,1,228500.0,Working,Secondary / secondary special,Married,House / apartment,-9340,-1526,1,0,0,1,Security staff,3.0
5013205,F,Y,Y,0,403400.0,Commercial associate,Higher education,Married,House / apartment,-16092,-3675,1,0,0,0,,2.0
5013206,M,N,Y,0,273800.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-16119,-7732,1,1,0,0,Core staff,2.0
5013207,F,Y,N,1,216700.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-19809,365243,1,0,0,0,,3.0
5013208,F,Y,Y,1,230000.0,Pensioner,Higher education,Widow,House / apartment,-9431,365243,1,1,1,0,,2.0
5013209,F,N,Y,0,237100.0,State servant,Higher education,Married,House / apartment,-9190,-2033,1,0,0,0,High skill tech staff,2.0
5013210,F,Y,Y,0,280800.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-23752,-11882,1,1,1,0,Core staff,2.0
5013211,M,N,Y,0,151100.0,Working,Secondary / secondary special,Married,House / apartment,-12852,-231,1,0,0,0,,2.0
5013212,F,Y,N,0,117300.0,State servant,Secondary / secondary special,Married,House / apartment,-13275,-5184,1,0,0,0,Security staff,2.0
5013213,F,N,Y,0,338600.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-21492,-6099,1,1,0,1,Core staff,2.0
5013214,M,Y,Y,0,382500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-14882,365243,1,1,1,0,,1.0
5013215,M,N,N,0,354400.0,Working,Secondary / secondary special,Single / not married,House / apartment,-22516,-7929,1,0,0,0,Medicine staff,1.0
5013216,F,N,Y,0,263800.0,Pensioner,Secondary / secondary special,Married,House / apartment,-14637,365243,1,0,0,0,,2.0
5013217,F,Y,Y,0,358300.0,State servant,Incomplete higher,Married,House / apartment,-21195,-14414,1,0,0,0,Laborers,2.0
5013218,F,N,Y,0,348800.0,Working,Higher education,Married,Rented apartment,-16898,-8089,1,0,0,0,Managers,2.0
5013219,F,Y,Y,0,362000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-24396,-648,1,0,1,0,Core staff,2.0
5013220,F,N,N,0,158800.0,Working,Secondary / secondary special,Married,House / apartment,-13284,-6336,1,0,0,0,,2.0
5013221,M,Y,Y,2,141100.0,Working,Higher education,Married,House / apartment,-13929,-3704,1,0,0,0,Laborers,4.0
5013222,M,N,N,0,201000.0,Working,Higher education,Married,House / apartment,-25019,-18388,1,0,0,0,Laborers,2.0
5013223,M,N,Y,0,242000.0,Commercial associate,Incomplete higher,Married,House / apartment,-20774,-584,1,0,1,0,,2.0
5013224,M,N,N,2,216300.0,Working,Secondary / secondary special,Separated,House / apartment,-21414,-8916,1,0,1,0,Laborers,3.0
5013225,F,N,Y,0,95500.0,Working,Secondary / secondary special,Married,House / apartment,-12710,-2729,1,0,0,1,,2.0
5013226,F,N,Y,1,577400.0,Working,Higher education,Married,House / apartment,-17021,-9121,1,0,0,0,High skill tech staff,3.0
5013227,F,N,Y,0,212900.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-13031,365243,1,0,0,0,,2.0
5013228,M,N,Y,0,266200.0,Working,Higher education,Married,House / apartment,-12051,-5152,1,0,0,0,Private service staff,2.0
5013229,F,N,N,0,454900.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-17080,-7562,1,0,0,0,Cooking staff,1.0
5013230,M,Y,N,0,75600.0,Pensioner,Higher education,Single / not married,House / apartment,-25344,365243,1,0,0,0,,1.0
5013231,M,N,Y,0,189000.0,Working,Secondary / secondary special,Married,House / apartment,-11225,-4437,1,0,0,0,Sales staff,2.0
5013232,M,N,Y,0,201200.0,Working,Secondary / secondary special,Married,House / apartment,-11734,-3583,1,0,0,0,Managers,2.0
5013233,F,N,Y,0,206300.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-11745,365243,1,0,0,1,,1.0
5013234,F,N,N,2,223800.0,Working,Higher education,Married,House / apartment,-21763,-2436,1,0,1,0,,4.0
5013235,F,Y,N,0,503300.0,Working,Secondary / secondary special,Married,House / apartment,-16628,-8474,1,0,0,0,Laborers,2.0
5013236,F,N,Y,0,341900.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14332,-7257,1,1,1,0,Accountants,2.0
5013237,F,Y,N,0,394100.0,Working,Secondary / secondary special,Married,House / apartment,-22715,-7091,1,0,0,0,Core staff,2.0
5013238,M,Y,N,0,250000.0,Working,Higher education,Married,House / apartment,-12738,-910,1,0,0,0,,2.0
5013239,M,Y,Y,1,121300.0,State servant,Secondary / secondary special,Married,House / apartment,-14468,-3344,1,0,1,0,Laborers,3.0
5013240,M,N,N,0,86300.0,Working,Secondary / secondary special,Married,House / apartment,-8649,-1104,1,0,0,1,,2.0
5013241,F,Y,Y,0,113600.0,Pensioner,Secondary / secondary special,Married,House / apartment,-9477,365243,1,0,0,0,,2.0
5013242,F,Y,Y,1,292200.0,Working,Secondary / secondary special,Married,House / apartment,-9802,-1030,1,0,0,0,,3.0
5013243,M,N,Y,1,248000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-13642,365243,1,0,0,0,,3.0
5013244,F,Y,Y,0,219800.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16876,-10200,1,0,0,0,Core staff,1.0
5013245,F,Y,Y,0,203000.0,Working,Higher education,Married,House / apartment,-7319,-232,1,0,0,0,,2.0
5013246,M,Y,Y,0,667500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-10774,-2186,1,0,0,0,Accountants,1.0
5013247,F,Y,N,0,161800.0,Pensioner,Secondary / secondary special,Married,House / apartment,-10513,365243,1,0,0,0,,2.0
5013248,F,N,Y,0,388200.0,Working,Higher education,Married,House / apartment,-11932,-5318,1,1,0,0,Laborers,2.0
5013249,F,Y,Y,0,244400.0,Commercial associate,Higher education,Single / not married,House / apartment,-10338,-1111,1,0,0,0,Drivers,1.0
5013250,M,N,N,2,236800.0,Working,Higher education,Married,House / apartment,-10869,-645,1,0,1,0,,4.0
5013251,F,N,Y,0,439700.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-25273,-15699,1,1,0,0,Drivers,2.0
5013252,M,Y,Y,0,507200.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18166,-4440,1,0,0,0,Laborers,2.0
5013253,F,Y,N,0,216600.0,Working,Secondary / secondary special,Married,House / apartment,-21234,-8311,1,0,1,0,,2.0
5013254,F,N,N,0,364100.0,Working,Secondary / secondary special,Married,House / apartment,-22268,-10446,1,1,0,0,,2.0
5013255,F,N,Y,0,292800.0,Working,Secondary / secondary special,Married,House / apartment,-19499,-3997,1,0,0,0,Laborers,2.0
5013256,F,Y,Y,0,245000.0,State servant,Higher education,Married,With parents,-20163,-12022,1,0,0,0,Secretaries,2.0
5013257,F,Y,N,0,270400.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-18852,-2972,1,0,1,0,Core staff,2.0
5013258,F,N,Y,0,173100.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19164,-4736,1,0,0,0,Managers,1.0
5013259,M,Y,Y,0,209500.0,Working,Secondary / secondary special,Married,House / apartment,-24261,-1693,1,1,0,0,Laborers,2.0
5013260,F,Y,Y,0,182600.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-10697,-3407,1,0,0,0,Managers,2.0
5013261,M,N,Y,0,383100.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12322,-5563,1,0,0,0,Drivers,2.0
5013262,F,N,N,0,232800.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9008,-891,1,0,0,0,,2.0
5013263,F,Y,N,0,127600.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22597,365243,1,0,0,0,,1.0
5013264,F,N,N,0,170000.0,Working,Secondary / secondary special,Married,House / apartment,-15500,-6118,1,0,0,0,,2.0
5013265,F,Y,N,1,49300.0,Working,Higher education,Married,With parents,-23871,-16032,1,0,0,0,Core staff,3.0
5013266,F,N,Y,1,190700.0,State servant,Secondary / secondary special,Married,With parents,-14823,-237,1,0,0,0,,3.0
5013267,M,N,Y,0,248800.0,Working,Higher education,Married,House / apartment,-15388,-5347,1,1,0,0,Laborers,2.0
5013268,F,N,N,1,228100.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15493,-1517,1,0,1,0,,3.0
5013269,F,N,Y,0,657100.0,Commercial associate,Higher education,Single / not married,Municipal apartment,-18491,-1718,1,0,1,0,Sales staff,1.0
5013270,M,N,Y,1,325400.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21296,-268,1,0,0,0,Laborers,3.0
5013271,M,N,N,0,318300.0,Working,Higher education,Married,House / apartment,-13720,-3729,1,0,1,0,Core staff,2.0
5013272,F,N,Y,0,107300.0,Working,Secondary / secondary special,Married,Municipal apartment,-18813,-8438,1,0,0,0,Managers,2.0
5013273,F,Y,Y,0,203400.0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,-11030,-2776,1,0,0,0,Accountants,1.0
5013274,F,N,N,0,191400.0,Working,Secondary / secondary special,Married,House / apartment,-17423,-7833,1,0,0,1,Realty agents,2.0
5013275,F,N,N,2,164800.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17287,-9880,1,0,1,0,Managers,4.0
5013276,M,N,Y,0,163700.0,Working,Secondary / secondary special,Single / not married,House / apartment,-23535,-12325,1,0,1,0,,1.0
5013277,F,Y,N,0,98900.0,Working,Higher education,Married,House / apartment,-23665,-15778,1,1,0,0,,2.0
5013278,F,N,Y,0,129000.0,Working,Secondary / secondary special,Married,House / apartment,-16203,-9570,1,0,0,0,Drivers,2.0
5013279,F,N,Y,0,377900.0,State servant,Secondary / secondary special,Married,House / apartment,-7754,-22,1,0,0,0,,2.0
5013280,F,N,N,0,227300.0,Working,Secondary / secondary special,Married,House / apartment,-22730,-3614,1,0,0,0,Drivers,2.0
5013281,F,N,N,0,189500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-7316,-720,1,1,1,1,,2.0
5013282,F,Y,Y,0,243500.0,State servant,Secondary / secondary special,Married,House / apartment,-16039,-2549,1,0,0,0,Sales staff,2.0
5013283,F,Y,Y,1,437600.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-7666,-833,1,1,0,0,Core staff,3.0
5013284,M,Y,Y,0,244600.0,State servant,Higher education,Widow,House / apartment,-13744,-6337,1,1,1,0,,1.0
5013285,F,Y,Y,0,319900.0,Working,Secondary / secondary special,Married,Municipal apartment,-18934,-4573,1,1,0,0,,2.0
5013286,F,N,Y,0,159900.0,Pensioner,Higher education,Married,House / apartment,-14084,365243,1,0,0,0,,2.0
5013287,F,N,Y,4,179200.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-24232,-12631,1,0,0,0,,6.0
5013288,M,N,Y,0,291400.0,Pensioner,Higher education,Married,House / apartment,-19007,365243,1,1,1,0,,2.0
5013289,F,N,Y,0,628900.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19111,365243,1,0,0,0,,2.0
5013290,M,Y,Y,2,499000.0,Working,Higher education,Married,House / apartment,-14143,-2303,1,0,0,0,,4.0
5013291,F,Y,N,0,326700.0,Working,Secondary / secondary special,Married,House / apartment,-8009,-1280,1,0,0,0,Managers,2.0
5013292,F,Y,Y,0,263300.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20786,-211,1,0,0,0,Managers,2.0
5013293,F,Y,Y,0,491900.0,Working,Secondary / secondary special,Married,House / apartment,-20385,-5414,1,0,1,0,Security staff,2.0
5013294,M,N,N,2,363200.0,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,-16986,-9831,1,1,1,0,Laborers,3.0
5013295,F,Y,N,3,77500.0,Working,Secondary / secondary special,Married,House / apartment,-14907,-382,1,1,1,0,Core staff,5.0
5013296,F,Y,Y,1,144100.0,Pensioner,Secondary / secondary special,Married,House / apartment,-17136,365243,1,0,0,0,,3.0
5013297,F,Y,Y,0,289100.0,Working,Secondary / secondary special,Married,House / apartment,-20944,-6239,1,0,1,0,Core staff,2.0
5013298,F,N,N,0,99900.0,Commercial associate,Higher education,Single / not married,House / apartment,-20322,-1302,1,0,0,0,Core staff,1.0
5013299,F,N,Y,0,155900.0,Working,Lower secondary,Married,House / apartment,-19324,-2438,1,0,0,0,,2.0
5013300,F,N,N,1,172100.0,Working,Secondary / secondary special,Single / not married,With parents,-23810,-13219,1,0,1,0,,2.0
5013301,M,N,Y,2,214800.0,Working,Secondary / secondary special,Married,House / apartment,-18443,-9207,1,0,1,0,Laborers,4.0
5013302,M,N,Y,0,211500.0,Working,Secondary / secondary special,Married,House / apartment,-7570,-304,1,1,0,0,Accountants,2.0
5013303,F,Y,Y,0,211300.0,Working,Higher education,Married,House / apartment,-18592,-9804,1,0,1,1,,2.0
5013304,F,N,N,0,368800.0,Pensioner,Higher education,Married,House / apartment,-18492,365243,1,0,1,0,,2.0
5013305,F,N,N,0,213800.0,Working,Incomplete higher,Married,House / apartment,-8577,-1030,1,0,1,0,Accountants,2.0
5013306,M,N,Y,0,201400.0,Pensioner,Higher education,Married,House / apartment,-15116,365243,1,0,1,0,,2.0
5013307,M,N,Y,0,124400.0,Working,Higher education,Civil marriage,House / apartment,-19196,-11170,1,0,0,0,Core staff,2.0
5013308,F,Y,Y,0,407400.0,Working,Lower secondary,Single / not married,House / apartment,-20171,-293,1,0,1,0,Core staff,1.0
5013309,M,N,Y,0,174500.0,Working,Secondary / secondary special,Married,House / apartment,-23614,-15535,1,0,0,0,,2.0
5013310,F,Y,N,1,141800.0,Commercial associate,Higher education,Single / not married,House / apartment,-22671,-4811,1,0,0,0,,2.0
5013311,M,N,Y,1,271600.0,Commercial associate,Higher education,Married,House / apartment,-9434,-2180,1,0,0,0,Laborers,3.0
5013312,F,Y,N,2,166400.0,Working,Secondary / secondary special,Married,House / apartment,-18423,-4068,1,0,1,0,Core staff,4.0
5013313,F,Y,Y,1,187700.0,Working,Secondary / secondary special,Married,House / apartment,-18198,-8557,1,0,1,0,High skill tech staff,3.0
5013314,M,N,N,0,277800.0,Working,Secondary / secondary special,Married,House / apartment,-12852,-3222,1,1,1,0,Core staff,2.0
