ID,MONTHS_BALANCE,STATUS
5013602,-13,0
5013602,-12,C
5013602,-11,0
5013602,-10,C
5013602,-9,C
5013602,-8,0
5013602,-7,X
5013602,-6,1
5013602,-5,C
5013602,-4,C
5013602,-3,0
5013602,-2,0
5013602,-1,C
5013602,0,X
5013603,-24,1
5013603,-23,1
5013603,-22,X
5013603,-21,X
5013603,-20,0
5013603,-19,0
5013603,-18,C
5013603,-17,C
5013603,-16,0
5013603,-15,C
5013603,-14,1
5013603,-13,C
5013603,-12,1
5013603,-11,0
5013603,-10,C
5013603,-9,C
5013603,-8,X
5013603,-7,0
5013603,-6,1
5013603,-5,0
5013603,-4,0
5013603,-3,C
5013603,-2,C
5013603,-1,C
5013603,0,0
5013604,-26,C
5013604,-25,0
5013604,-24,X
5013604,-23,0
5013604,-22,C
5013604,-21,0
5013604,-20,X
5013604,-19,X
5013604,-18,C
5013604,-17,C
5013604,-16,C
5013604,-15,0
5013604,-14,1
5013604,-13,0
5013604,-12,C
5013604,-11,C
5013604,-10,0
5013604,-9,1
5013604,-8,0
5013604,-7,1
5013604,-6,0
5013604,-5,0
5013604,-4,4
5013604,-3,2
5013604,-2,0
5013604,-1,C
5013604,0,2
5013605,-11,C
5013605,-10,C
5013605,-9,0
5013605,-8,0
5013605,-7,0
5013605,-6,C
5013605,-5,C
5013605,-4,0
5013605,-3,0
5013605,-2,C
5013605,-1,C
5013605,0,0
5013606,-56,C
5013606,-55,C
5013606,-54,0
5013606,-53,C
5013606,-52,C
5013606,-51,C
5013606,-50,0
5013606,-49,C
5013606,-48,C
5013606,-47,0
5013606,-46,C
5013606,-45,C
5013606,-44,0
5013606,-43,0
5013606,-42,1
5013606,-41,X
5013606,-40,C
5013606,-39,X
5013606,-38,1
5013606,-37,0
5013606,-36,0
5013606,-35,C
5013606,-34,1
5013606,-33,X
5013606,-32,0
5013606,-31,0
5013606,-30,C
5013606,-29,0
5013606,-28,0
5013606,-27,0
5013606,-26,C
5013606,-25,0
5013606,-24,C
5013606,-23,C
5013606,-22,C
5013606,-21,1
5013606,-20,0
5013606,-19,C
5013606,-18,C
5013606,-17,C
5013606,-16,0
5013606,-15,0
5013606,-14,0
5013606,-13,C
5013606,-12,0
5013606,-11,C
5013606,-10,0
5013606,-9,0
5013606,-8,C
5013606,-7,X
5013606,-6,C
5013606,-5,0
5013606,-4,C
5013606,-3,C
5013606,-2,0
5013606,-1,0
5013606,0,X
5013607,-9,C
5013607,-8,0
5013607,-7,C
5013607,-6,C
5013607,-5,C
5013607,-4,0
5013607,-3,C
5013607,-2,0
5013607,-1,0
5013607,0,0
5013608,-4,0
5013608,-3,C
5013608,-2,C
5013608,-1,0
5013608,0,C
5013609,-9,C
5013609,-8,0
5013609,-7,0
5013609,-6,C
5013609,-5,C
5013609,-4,0
5013609,-3,C
5013609,-2,0
5013609,-1,C
5013609,0,0
5013610,-54,0
5013610,-53,C
5013610,-52,C
5013610,-51,C
5013610,-50,C
5013610,-49,C
5013610,-48,0
5013610,-47,0
5013610,-46,C
5013610,-45,0
5013610,-44,C
5013610,-43,0
5013610,-42,1
5013610,-41,C
5013610,-40,0
5013610,-39,C
5013610,-38,C
5013610,-37,0
5013610,-36,1
5013610,-35,C
5013610,-34,X
5013610,-33,0
5013610,-32,C
5013610,-31,0
5013610,-30,0
5013610,-29,C
5013610,-28,C
5013610,-27,0
5013610,-26,C
5013610,-25,C
5013610,-24,0
5013610,-23,0
5013610,-22,1
5013610,-21,0
5013610,-20,0
5013610,-19,0
5013610,-18,1
5013610,-17,0
5013610,-16,0
5013610,-15,0
5013610,-14,C
5013610,-13,C
5013610,-12,C
5013610,-11,0
5013610,-10,X
5013610,-9,X
5013610,-8,0
5013610,-7,0
5013610,-6,C
5013610,-5,C
5013610,-4,X
5013610,-3,1
5013610,-2,C
5013610,-1,0
5013610,0,1
5013611,-15,0
5013611,-14,C
5013611,-13,0
5013611,-12,C
5013611,-11,0
5013611,-10,C
5013611,-9,0
5013611,-8,0
5013611,-7,C
5013611,-6,0
5013611,-5,C
5013611,-4,C
5013611,-3,C
5013611,-2,C
5013611,-1,C
5013611,0,0
5013612,-36,X
5013612,-35,1
5013612,-34,1
5013612,-33,0
5013612,-32,X
5013612,-31,0
5013612,-30,C
5013612,-29,0
5013612,-28,0
5013612,-27,C
5013612,-26,0
5013612,-25,C
5013612,-24,0
5013612,-23,0
5013612,-22,0
5013612,-21,C
5013612,-20,0
5013612,-19,0
5013612,-18,C
5013612,-17,0
5013612,-16,0
5013612,-15,C
5013612,-14,0
5013612,-13,C
5013612,-12,C
5013612,-11,0
5013612,-10,0
5013612,-9,0
5013612,-8,C
5013612,-7,0
5013612,-6,1
5013612,-5,0
5013612,-4,0
5013612,-3,0
5013612,-2,C
5013612,-1,0
5013612,0,C
5013613,-43,X
5013613,-42,0
5013613,-41,0
5013613,-40,0
5013613,-39,C
5013613,-38,0
5013613,-37,1
5013613,-36,0
5013613,-35,C
5013613,-34,0
5013613,-33,C
5013613,-32,C
5013613,-31,0
5013613,-30,C
5013613,-29,C
5013613,-28,C
5013613,-27,C
5013613,-26,0
5013613,-25,0
5013613,-24,C
5013613,-23,0
5013613,-22,1
5013613,-21,X
5013613,-20,0
5013613,-19,C
5013613,-18,C
5013613,-17,C
5013613,-16,C
5013613,-15,1
5013613,-14,C
5013613,-13,C
5013613,-12,0
5013613,-11,0
5013613,-10,C
5013613,-9,0
5013613,-8,0
5013613,-7,C
5013613,-6,C
5013613,-5,C
5013613,-4,1
5013613,-3,0
5013613,-2,1
5013613,-1,X
5013613,0,0
5013614,-13,0
5013614,-12,0
5013614,-11,0
5013614,-10,X
5013614,-9,C
5013614,-8,C
5013614,-7,0
5013614,-6,C
5013614,-5,C
5013614,-4,C
5013614,-3,C
5013614,-2,0
5013614,-1,C
5013614,0,C
5013615,-33,X
5013615,-32,C
5013615,-31,C
5013615,-30,C
5013615,-29,0
5013615,-28,0
5013615,-27,0
5013615,-26,C
5013615,-25,C
5013615,-24,0
5013615,-23,X
5013615,-22,X
5013615,-21,0
5013615,-20,0
5013615,-19,0
5013615,-18,C
5013615,-17,C
5013615,-16,C
5013615,-15,0
5013615,-14,C
5013615,-13,0
5013615,-12,X
5013615,-11,0
5013615,-10,0
5013615,-9,C
5013615,-8,0
5013615,-7,0
5013615,-6,C
5013615,-5,X
5013615,-4,0
5013615,-3,C
5013615,-2,0
5013615,-1,0
5013615,0,C
5013616,-18,0
5013616,-17,0
5013616,-16,X
5013616,-15,0
5013616,-14,1
5013616,-13,C
5013616,-12,C
5013616,-11,C
5013616,-10,C
5013616,-9,C
5013616,-8,0
5013616,-7,0
5013616,-6,C
5013616,-5,X
5013616,-4,C
5013616,-3,0
5013616,-2,C
5013616,-1,C
5013616,0,0
5013617,-5,0
5013617,-4,C
5013617,-3,C
5013617,-2,C
5013617,-1,0
5013617,0,C
5013618,-41,0
5013618,-40,C
5013618,-39,0
5013618,-38,C
5013618,-37,X
5013618,-36,X
5013618,-35,0
5013618,-34,C
5013618,-33,C
5013618,-32,0
5013618,-31,C
5013618,-30,C
5013618,-29,0
5013618,-28,C
5013618,-27,C
5013618,-26,C
5013618,-25,C
5013618,-24,C
5013618,-23,X
5013618,-22,0
5013618,-21,0
5013618,-20,0
5013618,-19,X
5013618,-18,C
5013618,-17,0
5013618,-16,X
5013618,-15,0
5013618,-14,0
5013618,-13,0
5013618,-12,C
5013618,-11,X
5013618,-10,X
5013618,-9,0
5013618,-8,C
5013618,-7,X
5013618,-6,X
5013618,-5,0
5013618,-4,C
5013618,-3,0
5013618,-2,0
5013618,-1,X
5013618,0,C
5013619,-4,C
5013619,-3,0
5013619,-2,C
5013619,-1,0
5013619,0,0
5013620,-4,C
5013620,-3,X
5013620,-2,C
5013620,-1,C
5013620,0,0
5013621,-50,C
5013621,-49,0
5013621,-48,0
5013621,-47,1
5013621,-46,0
5013621,-45,C
5013621,-44,0
5013621,-43,C
5013621,-42,X
5013621,-41,0
5013621,-40,C
5013621,-39,0
5013621,-38,0
5013621,-37,C
5013621,-36,C
5013621,-35,C
5013621,-34,0
5013621,-33,C
5013621,-32,C
5013621,-31,C
5013621,-30,0
5013621,-29,0
5013621,-28,0
5013621,-27,0
5013621,-26,C
5013621,-25,0
5013621,-24,C
5013621,-23,X
5013621,-22,0
5013621,-21,C
5013621,-20,0
5013621,-19,0
5013621,-18,C
5013621,-17,0
5013621,-16,C
5013621,-15,C
5013621,-14,0
5013621,-13,1
5013621,-12,C
5013621,-11,X
5013621,-10,C
5013621,-9,C
5013621,-8,0
5013621,-7,X
5013621,-6,1
5013621,-5,C
5013621,-4,0
5013621,-3,1
5013621,-2,C
5013621,-1,1
5013621,0,0
5013622,-29,0
5013622,-28,0
5013622,-27,X
5013622,-26,C
5013622,-25,0
5013622,-24,0
5013622,-23,0
5013622,-22,C
5013622,-21,0
5013622,-20,X
5013622,-19,0
5013622,-18,C
5013622,-17,C
5013622,-16,C
5013622,-15,0
5013622,-14,0
5013622,-13,X
5013622,-12,X
5013622,-11,C
5013622,-10,X
5013622,-9,X
5013622,-8,0
5013622,-7,0
5013622,-6,C
5013622,-5,0
5013622,-4,C
5013622,-3,C
5013622,-2,C
5013622,-1,X
5013622,0,C
5013623,-25,0
5013623,-24,X
5013623,-23,X
5013623,-22,C
5013623,-21,0
5013623,-20,C
5013623,-19,X
5013623,-18,0
5013623,-17,C
5013623,-16,0
5013623,-15,1
5013623,-14,X
5013623,-13,0
5013623,-12,0
5013623,-11,0
5013623,-10,0
5013623,-9,1
5013623,-8,C
5013623,-7,X
5013623,-6,0
5013623,-5,C
5013623,-4,0
5013623,-3,0
5013623,-2,C
5013623,-1,0
5013623,0,0
5013624,-56,1
5013624,-55,C
5013624,-54,0
5013624,-53,0
5013624,-52,C
5013624,-51,0
5013624,-50,C
5013624,-49,X
5013624,-48,C
5013624,-47,0
5013624,-46,0
5013624,-45,0
5013624,-44,C
5013624,-43,X
5013624,-42,C
5013624,-41,0
5013624,-40,C
5013624,-39,0
5013624,-38,C
5013624,-37,0
5013624,-36,C
5013624,-35,C
5013624,-34,0
5013624,-33,C
5013624,-32,0
5013624,-31,0
5013624,-30,0
5013624,-29,C
5013624,-28,C
5013624,-27,C
5013624,-26,C
5013624,-25,C
5013624,-24,0
5013624,-23,0
5013624,-22,C
5013624,-21,0
5013624,-20,0
5013624,-19,C
5013624,-18,C
5013624,-17,0
5013624,-16,1
5013624,-15,0
5013624,-14,0
5013624,-13,C
5013624,-12,0
5013624,-11,0
5013624,-10,C
5013624,-9,C
5013624,-8,C
5013624,-7,C
5013624,-6,C
5013624,-5,0
5013624,-4,0
5013624,-3,0
5013624,-2,C
5013624,-1,C
5013624,0,C
5013625,-36,0
5013625,-35,X
5013625,-34,1
5013625,-33,X
5013625,-32,0
5013625,-31,C
5013625,-30,0
5013625,-29,C
5013625,-28,X
5013625,-27,C
5013625,-26,C
5013625,-25,0
5013625,-24,0
5013625,-23,0
5013625,-22,C
5013625,-21,0
5013625,-20,C
5013625,-19,0
5013625,-18,C
5013625,-17,X
5013625,-16,C
5013625,-15,C
5013625,-14,0
5013625,-13,0
5013625,-12,0
5013625,-11,1
5013625,-10,C
5013625,-9,C
5013625,-8,X
5013625,-7,0
5013625,-6,0
5013625,-5,C
5013625,-4,0
5013625,-3,0
5013625,-2,0
5013625,-1,C
5013625,0,C
5013626,-51,1
5013626,-50,X
5013626,-49,0
5013626,-48,0
5013626,-47,X
5013626,-46,0
5013626,-45,C
5013626,-44,0
5013626,-43,0
5013626,-42,0
5013626,-41,0
5013626,-40,X
5013626,-39,0
5013626,-38,0
5013626,-37,0
5013626,-36,X
5013626,-35,0
5013626,-34,X
5013626,-33,0
5013626,-32,X
5013626,-31,0
5013626,-30,C
5013626,-29,C
5013626,-28,C
5013626,-27,0
5013626,-26,C
5013626,-25,0
5013626,-24,C
5013626,-23,0
5013626,-22,0
5013626,-21,0
5013626,-20,0
5013626,-19,C
5013626,-18,C
5013626,-17,C
5013626,-16,C
5013626,-15,X
5013626,-14,0
5013626,-13,C
5013626,-12,C
5013626,-11,0
5013626,-10,X
5013626,-9,0
5013626,-8,1
5013626,-7,0
5013626,-6,0
5013626,-5,X
5013626,-4,C
5013626,-3,0
5013626,-2,C
5013626,-1,0
5013626,0,0
5013627,-58,X
5013627,-57,0
5013627,-56,0
5013627,-55,C
5013627,-54,0
5013627,-53,0
5013627,-52,0
5013627,-51,0
5013627,-50,C
5013627,-49,0
5013627,-48,0
5013627,-47,0
5013627,-46,0
5013627,-45,C
5013627,-44,C
5013627,-43,C
5013627,-42,0
5013627,-41,0
5013627,-40,0
5013627,-39,X
5013627,-38,0
5013627,-37,C
5013627,-36,C
5013627,-35,0
5013627,-34,C
5013627,-33,C
5013627,-32,C
5013627,-31,X
5013627,-30,C
5013627,-29,0
5013627,-28,C
5013627,-27,1
5013627,-26,C
5013627,-25,C
5013627,-24,X
5013627,-23,C
5013627,-22,C
5013627,-21,C
5013627,-20,C
5013627,-19,C
5013627,-18,0
5013627,-17,C
5013627,-16,0
5013627,-15,C
5013627,-14,0
5013627,-13,C
5013627,-12,C
5013627,-11,0
5013627,-10,X
5013627,-9,X
5013627,-8,C
5013627,-7,X
5013627,-6,C
5013627,-5,C
5013627,-4,C
5013627,-3,C
5013627,-2,C
5013627,-1,0
5013627,0,C
5013628,-38,0
5013628,-37,C
5013628,-36,C
5013628,-35,C
5013628,-34,0
5013628,-33,0
5013628,-32,0
5013628,-31,0
5013628,-30,X
5013628,-29,0
5013628,-28,C
5013628,-27,C
5013628,-26,0
5013628,-25,C
5013628,-24,0
5013628,-23,0
5013628,-22,0
5013628,-21,X
5013628,-20,0
5013628,-19,0
5013628,-18,C
5013628,-17,0
5013628,-16,0
5013628,-15,0
5013628,-14,X
5013628,-13,0
5013628,-12,0
5013628,-11,0
5013628,-10,C
5013628,-9,C
5013628,-8,C
5013628,-7,C
5013628,-6,C
5013628,-5,C
5013628,-4,C
5013628,-3,0
5013628,-2,0
5013628,-1,X
5013628,0,X
5013629,-10,0
5013629,-9,X
5013629,-8,C
5013629,-7,X
5013629,-6,0
5013629,-5,C
5013629,-4,0
5013629,-3,0
5013629,-2,C
5013629,-1,C
5013629,0,X
5013630,-51,C
5013630,-50,C
5013630,-49,C
5013630,-48,C
5013630,-47,X
5013630,-46,0
5013630,-45,C
5013630,-44,0
5013630,-43,0
5013630,-42,1
5013630,-41,X
5013630,-40,C
5013630,-39,C
5013630,-38,0
5013630,-37,0
5013630,-36,0
5013630,-35,0
5013630,-34,C
5013630,-33,C
5013630,-32,C
5013630,-31,0
5013630,-30,C
5013630,-29,C
5013630,-28,C
5013630,-27,C
5013630,-26,0
5013630,-25,0
5013630,-24,C
5013630,-23,C
5013630,-22,0
5013630,-21,0
5013630,-20,0
5013630,-19,C
5013630,-18,X
5013630,-17,0
5013630,-16,0
5013630,-15,C
5013630,-14,C
5013630,-13,X
5013630,-12,C
5013630,-11,C
5013630,-10,0
5013630,-9,0
5013630,-8,C
5013630,-7,0
5013630,-6,0
5013630,-5,C
5013630,-4,0
5013630,-3,C
5013630,-2,X
5013630,-1,0
5013630,0,0
5013631,-37,C
5013631,-36,0
5013631,-35,X
5013631,-34,0
5013631,-33,0
5013631,-32,0
5013631,-31,0
5013631,-30,0
5013631,-29,0
5013631,-28,0
5013631,-27,0
5013631,-26,X
5013631,-25,C
5013631,-24,C
5013631,-23,C
5013631,-22,0
5013631,-21,0
5013631,-20,C
5013631,-19,C
5013631,-18,0
5013631,-17,C
5013631,-16,0
5013631,-15,0
5013631,-14,C
5013631,-13,0
5013631,-12,0
5013631,-11,C
5013631,-10,0
5013631,-9,C
5013631,-8,C
5013631,-7,0
5013631,-6,0
5013631,-5,C
5013631,-4,C
5013631,-3,C
5013631,-2,C
5013631,-1,C
5013631,0,0
5013632,-49,0
5013632,-48,0
5013632,-47,C
5013632,-46,C
5013632,-45,C
5013632,-44,C
5013632,-43,0
5013632,-42,0
5013632,-41,0
5013632,-40,C
5013632,-39,C
5013632,-38,0
5013632,-37,C
5013632,-36,0
5013632,-35,C
5013632,-34,0
5013632,-33,C
5013632,-32,X
5013632,-31,C
5013632,-30,0
5013632,-29,C
5013632,-28,C
5013632,-27,C
5013632,-26,X
5013632,-25,0
5013632,-24,1
5013632,-23,0
5013632,-22,0
5013632,-21,1
5013632,-20,1
5013632,-19,0
5013632,-18,0
5013632,-17,0
5013632,-16,C
5013632,-15,C
5013632,-14,C
5013632,-13,C
5013632,-12,C
5013632,-11,C
5013632,-10,C
5013632,-9,C
5013632,-8,X
5013632,-7,C
5013632,-6,C
5013632,-5,0
5013632,-4,0
5013632,-3,0
5013632,-2,0
5013632,-1,C
5013632,0,C
5013633,-33,C
5013633,-32,0
5013633,-31,C
5013633,-30,X
5013633,-29,0
5013633,-28,0
5013633,-27,0
5013633,-26,0
5013633,-25,C
5013633,-24,X
5013633,-23,C
5013633,-22,C
5013633,-21,0
5013633,-20,C
5013633,-19,C
5013633,-18,C
5013633,-17,C
5013633,-16,C
5013633,-15,C
5013633,-14,0
5013633,-13,C
5013633,-12,C
5013633,-11,C
5013633,-10,C
5013633,-9,0
5013633,-8,0
5013633,-7,0
5013633,-6,X
5013633,-5,0
5013633,-4,C
5013633,-3,0
5013633,-2,C
5013633,-1,X
5013633,0,C
5013634,-37,C
5013634,-36,0
5013634,-35,0
5013634,-34,C
5013634,-33,0
5013634,-32,C
5013634,-31,C
5013634,-30,X
5013634,-29,C
5013634,-28,C
5013634,-27,0
5013634,-26,C
5013634,-25,C
5013634,-24,0
5013634,-23,0
5013634,-22,C
5013634,-21,0
5013634,-20,0
5013634,-19,1
5013634,-18,0
5013634,-17,0
5013634,-16,0
5013634,-15,C
5013634,-14,C
5013634,-13,C
5013634,-12,C
5013634,-11,0
5013634,-10,0
5013634,-9,0
5013634,-8,C
5013634,-7,C
5013634,-6,0
5013634,-5,0
5013634,-4,0
5013634,-3,C
5013634,-2,0
5013634,-1,C
5013634,0,C
5013635,-12,1
5013635,-11,C
5013635,-10,C
5013635,-9,X
5013635,-8,0
5013635,-7,X
5013635,-6,0
5013635,-5,C
5013635,-4,C
5013635,-3,0
5013635,-2,0
5013635,-1,X
5013635,0,0
5013636,-58,C
5013636,-57,C
5013636,-56,0
5013636,-55,0
5013636,-54,C
5013636,-53,0
5013636,-52,0
5013636,-51,0
5013636,-50,2
5013636,-49,C
5013636,-48,3
5013636,-47,X
5013636,-46,0
5013636,-45,0
5013636,-44,0
5013636,-43,0
5013636,-42,C
5013636,-41,3
5013636,-40,C
5013636,-39,2
5013636,-38,C
5013636,-37,C
5013636,-36,2
5013636,-35,0
5013636,-34,C
5013636,-33,0
5013636,-32,0
5013636,-31,C
5013636,-30,0
5013636,-29,0
5013636,-28,0
5013636,-27,1
5013636,-26,0
5013636,-25,C
5013636,-24,0
5013636,-23,0
5013636,-22,1
5013636,-21,3
5013636,-20,C
5013636,-19,0
5013636,-18,0
5013636,-17,X
5013636,-16,C
5013636,-15,C
5013636,-14,C
5013636,-13,0
5013636,-12,C
5013636,-11,0
5013636,-10,2
5013636,-9,C
5013636,-8,1
5013636,-7,0
5013636,-6,2
5013636,-5,0
5013636,-4,C
5013636,-3,1
5013636,-2,1
5013636,-1,0
5013636,0,0
5013637,-30,0
5013637,-29,C
5013637,-28,0
5013637,-27,C
5013637,-26,0
5013637,-25,0
5013637,-24,C
5013637,-23,0
5013637,-22,C
5013637,-21,0
5013637,-20,0
5013637,-19,C
5013637,-18,0
5013637,-17,C
5013637,-16,C
5013637,-15,0
5013637,-14,0
5013637,-13,0
5013637,-12,0
5013637,-11,X
5013637,-10,C
5013637,-9,0
5013637,-8,1
5013637,-7,C
5013637,-6,0
5013637,-5,C
5013637,-4,0
5013637,-3,C
5013637,-2,C
5013637,-1,0
5013637,0,0
5013638,-17,0
5013638,-16,C
5013638,-15,0
5013638,-14,0
5013638,-13,C
5013638,-12,0
5013638,-11,C
5013638,-10,C
5013638,-9,C
5013638,-8,0
5013638,-7,0
5013638,-6,C
5013638,-5,C
5013638,-4,C
5013638,-3,0
5013638,-2,0
5013638,-1,C
5013638,0,0
5013639,-52,0
5013639,-51,C
5013639,-50,C
5013639,-49,C
5013639,-48,C
5013639,-47,C
5013639,-46,C
5013639,-45,C
5013639,-44,0
5013639,-43,0
5013639,-42,C
5013639,-41,C
5013639,-40,0
5013639,-39,0
5013639,-38,0
5013639,-37,0
5013639,-36,C
5013639,-35,0
5013639,-34,0
5013639,-33,0
5013639,-32,1
5013639,-31,X
5013639,-30,C
5013639,-29,C
5013639,-28,C
5013639,-27,C
5013639,-26,X
5013639,-25,C
5013639,-24,1
5013639,-23,C
5013639,-22,0
5013639,-21,X
5013639,-20,X
5013639,-19,X
5013639,-18,X
5013639,-17,X
5013639,-16,0
5013639,-15,0
5013639,-14,C
5013639,-13,0
5013639,-12,0
5013639,-11,0
5013639,-10,0
5013639,-9,C
5013639,-8,0
5013639,-7,0
5013639,-6,C
5013639,-5,0
5013639,-4,0
5013639,-3,C
5013639,-2,C
5013639,-1,C
5013639,0,0
5013640,-40,C
5013640,-39,C
5013640,-38,0
5013640,-37,C
5013640,-36,0
5013640,-35,0
5013640,-34,1
5013640,-33,0
5013640,-32,C
5013640,-31,C
5013640,-30,0
5013640,-29,0
5013640,-28,0
5013640,-27,X
5013640,-26,C
5013640,-25,C
5013640,-24,C
5013640,-23,0
5013640,-22,0
5013640,-21,0
5013640,-20,C
5013640,-19,0
5013640,-18,C
5013640,-17,X
5013640,-16,0
5013640,-15,0
5013640,-14,0
5013640,-13,C
5013640,-12,0
5013640,-11,C
5013640,-10,C
5013640,-9,0
5013640,-8,0
5013640,-7,C
5013640,-6,C
5013640,-5,0
5013640,-4,C
5013640,-3,C
5013640,-2,C
5013640,-1,C
5013640,0,0
5013641,-35,X
5013641,-34,1
5013641,-33,C
5013641,-32,C
5013641,-31,C
5013641,-30,0
5013641,-29,0
5013641,-28,1
5013641,-27,0
5013641,-26,C
5013641,-25,C
5013641,-24,0
5013641,-23,0
5013641,-22,0
5013641,-21,C
5013641,-20,X
5013641,-19,C
5013641,-18,X
5013641,-17,0
5013641,-16,0
5013641,-15,C
5013641,-14,C
5013641,-13,0
5013641,-12,C
5013641,-11,C
5013641,-10,C
5013641,-9,1
5013641,-8,C
5013641,-7,X
5013641,-6,C
5013641,-5,0
5013641,-4,C
5013641,-3,C
5013641,-2,0
5013641,-1,C
5013641,0,0
5013642,-33,0
5013642,-32,X
5013642,-31,0
5013642,-30,X
5013642,-29,C
5013642,-28,C
5013642,-27,C
5013642,-26,0
5013642,-25,X
5013642,-24,1
5013642,-23,C
5013642,-22,0
5013642,-21,0
5013642,-20,0
5013642,-19,C
5013642,-18,C
5013642,-17,0
5013642,-16,C
5013642,-15,0
5013642,-14,C
5013642,-13,0
5013642,-12,0
5013642,-11,C
5013642,-10,0
5013642,-9,X
5013642,-8,0
5013642,-7,1
5013642,-6,0
5013642,-5,0
5013642,-4,X
5013642,-3,X
5013642,-2,C
5013642,-1,0
5013642,0,1
5013643,-49,0
5013643,-48,X
5013643,-47,0
5013643,-46,X
5013643,-45,C
5013643,-44,C
5013643,-43,0
5013643,-42,C
5013643,-41,C
5013643,-40,0
5013643,-39,0
5013643,-38,X
5013643,-37,0
5013643,-36,C
5013643,-35,C
5013643,-34,C
5013643,-33,C
5013643,-32,C
5013643,-31,C
5013643,-30,C
5013643,-29,0
5013643,-28,0
5013643,-27,0
5013643,-26,C
5013643,-25,0
5013643,-24,C
5013643,-23,C
5013643,-22,0
5013643,-21,C
5013643,-20,C
5013643,-19,C
5013643,-18,0
5013643,-17,C
5013643,-16,0
5013643,-15,0
5013643,-14,0
5013643,-13,0
5013643,-12,0
5013643,-11,C
5013643,-10,0
5013643,-9,C
5013643,-8,0
5013643,-7,X
5013643,-6,C
5013643,-5,0
5013643,-4,C
5013643,-3,0
5013643,-2,C
5013643,-1,C
5013643,0,0
5013644,-49,1
5013644,-48,0
5013644,-47,0
5013644,-46,1
5013644,-45,0
5013644,-44,2
5013644,-43,1
5013644,-42,0
5013644,-41,X
5013644,-40,C
5013644,-39,0
5013644,-38,0
5013644,-37,0
5013644,-36,0
5013644,-35,C
5013644,-34,0
5013644,-33,0
5013644,-32,0
5013644,-31,0
5013644,-30,0
5013644,-29,C
5013644,-28,0
5013644,-27,1
5013644,-26,1
5013644,-25,1
5013644,-24,C
5013644,-23,0
5013644,-22,C
5013644,-21,1
5013644,-20,X
5013644,-19,1
5013644,-18,1
5013644,-17,X
5013644,-16,1
5013644,-15,2
5013644,-14,2
5013644,-13,3
5013644,-12,X
5013644,-11,C
5013644,-10,3
5013644,-9,C
5013644,-8,0
5013644,-7,1
5013644,-6,C
5013644,-5,3
5013644,-4,1
5013644,-3,2
5013644,-2,1
5013644,-1,0
5013644,0,0
5013645,-53,0
5013645,-52,C
5013645,-51,C
5013645,-50,C
5013645,-49,C
5013645,-48,0
5013645,-47,C
5013645,-46,C
5013645,-45,C
5013645,-44,C
5013645,-43,0
5013645,-42,0
5013645,-41,C
5013645,-40,C
5013645,-39,C
5013645,-38,C
5013645,-37,C
5013645,-36,C
5013645,-35,0
5013645,-34,C
5013645,-33,0
5013645,-32,C
5013645,-31,0
5013645,-30,0
5013645,-29,0
5013645,-28,1
5013645,-27,C
5013645,-26,0
5013645,-25,C
5013645,-24,0
5013645,-23,C
5013645,-22,0
5013645,-21,0
5013645,-20,1
5013645,-19,C
5013645,-18,0
5013645,-17,0
5013645,-16,C
5013645,-15,0
5013645,-14,C
5013645,-13,0
5013645,-12,C
5013645,-11,1
5013645,-10,0
5013645,-9,0
5013645,-8,C
5013645,-7,0
5013645,-6,0
5013645,-5,1
5013645,-4,0
5013645,-3,X
5013645,-2,0
5013645,-1,C
5013645,0,C
5013646,-6,X
5013646,-5,C
5013646,-4,0
5013646,-3,C
5013646,-2,X
5013646,-1,C
5013646,0,0
5013647,-25,0
5013647,-24,4
5013647,-23,0
5013647,-22,2
5013647,-21,X
5013647,-20,C
5013647,-19,C
5013647,-18,0
5013647,-17,0
5013647,-16,0
5013647,-15,2
5013647,-14,C
5013647,-13,0
5013647,-12,0
5013647,-11,0
5013647,-10,0
5013647,-9,0
5013647,-8,C
5013647,-7,C
5013647,-6,X
5013647,-5,2
5013647,-4,1
5013647,-3,2
5013647,-2,2
5013647,-1,0
5013647,0,1
5013648,-19,0
5013648,-18,0
5013648,-17,3
5013648,-16,C
5013648,-15,3
5013648,-14,C
5013648,-13,C
5013648,-12,C
5013648,-11,0
5013648,-10,0
5013648,-9,0
5013648,-8,2
5013648,-7,0
5013648,-6,0
5013648,-5,X
5013648,-4,C
5013648,-3,0
5013648,-2,0
5013648,-1,3
5013648,0,C
5013649,-50,C
5013649,-49,X
5013649,-48,C
5013649,-47,C
5013649,-46,0
5013649,-45,X
5013649,-44,C
5013649,-43,0
5013649,-42,C
5013649,-41,0
5013649,-40,X
5013649,-39,C
5013649,-38,1
5013649,-37,0
5013649,-36,0
5013649,-35,X
5013649,-34,0
5013649,-33,0
5013649,-32,1
5013649,-31,X
5013649,-30,1
5013649,-29,C
5013649,-28,C
5013649,-27,0
5013649,-26,0
5013649,-25,C
5013649,-24,C
5013649,-23,X
5013649,-22,X
5013649,-21,C
5013649,-20,0
5013649,-19,C
5013649,-18,0
5013649,-17,0
5013649,-16,C
5013649,-15,C
5013649,-14,C
5013649,-13,X
5013649,-12,0
5013649,-11,0
5013649,-10,C
5013649,-9,0
5013649,-8,C
5013649,-7,0
5013649,-6,C
5013649,-5,X
5013649,-4,X
5013649,-3,0
5013649,-2,C
5013649,-1,C
5013649,0,C
5013650,-6,C
5013650,-5,0
5013650,-4,0
5013650,-3,0
